,year,JD,ID,TimeDiff,AOD
2000-02-26 03:25:00,2000,057,20000570325,0.15342465753424658,0.42667191283292977
2000-02-29 03:55:00,2000,060,20000600355,0.16164383561643836,0.7759506472491909
2000-03-01 03:00:00,2000,061,20000610300,0.1643835616438356,0.3855338949057361
2000-03-24 03:10:00,2000,084,20000840310,0.2273972602739726,0.6944329268292683
2000-03-26 02:55:00,2000,086,20000860255,0.2328767123287671,0.49555348460291737
2000-03-27 03:40:00,2000,087,20000870340,0.2356164383561644,0.3152402257154373
2000-03-29 03:25:00,2000,089,20000890325,0.2410958904109589,0.2791061475409836
2000-04-04 02:50:00,2000,095,20000950250,0.25753424657534246,0.4568044575273339
2000-04-08 04:05:00,2000,099,20000990405,0.2684931506849315,0.5355891647855531
2000-04-16 03:15:00,2000,107,20001070315,0.29041095890410956,0.20438145587637252
2000-04-17 04:00:00,2000,108,20001080400,0.29315068493150687,0.316262281770199
2000-05-03 04:00:00,2000,124,20001240400,0.336986301369863,0.4191604680317593
2000-05-05 03:45:00,2000,126,20001260345,0.3424657534246575,0.297920443587271
2000-05-06 02:50:00,2000,127,20001270250,0.3452054794520548,0.9999931340872376
2000-05-10 04:05:00,2000,131,20001310405,0.3561643835616438,0.8119297741273102
2000-05-13 02:55:00,2000,134,20001340255,0.3643835616438356,0.5796452004860267
2000-05-14 03:40:00,2000,135,20001350340,0.36712328767123287,0.16282671036460467
2000-05-20 03:00:00,2000,141,20001410300,0.3835616438356164,0.32476963562753036
2000-05-21 03:45:00,2000,142,20001420345,0.3863013698630137,0.08856493506493507
2000-05-27 03:10:00,2000,148,20001480310,0.40273972602739727,1.0546514285714286
2000-06-12 03:10:00,2000,164,20001640310,0.4465753424657534,0.9995053019824804
2000-06-13 03:50:00,2000,165,20001650350,0.44931506849315067,0.6603708044752264
2000-06-16 02:45:00,2000,168,20001680245,0.4575342465753425,0.8435693493150686
2000-06-28 03:10:00,2000,180,20001800310,0.4904109589041096,0.0504076354679803
2000-06-30 02:55:00,2000,182,20001820255,0.4958904109589041,0.37219289340101525
2000-07-05 03:15:00,2000,187,20001870315,0.5095890410958904,0.27594636218799784
2000-07-08 03:45:00,2000,190,20001900345,0.5178082191780822,0.5126723474436503
2000-07-09 02:50:00,2000,191,20001910250,0.5205479452054794,0.5661719850808123
2000-07-16 02:55:00,2000,198,20001980255,0.5397260273972603,0.27964787018255577
2000-07-17 03:40:00,2000,199,20001990340,0.5424657534246575,0.5678786152497809
2000-07-22 03:55:00,2000,204,20002040355,0.5561643835616439,0.2039709579540529
2000-07-24 03:45:00,2000,206,20002060345,0.5616438356164384,0.22222721598002496
2000-07-27 02:35:00,2000,209,20002090235,0.5698630136986301,0.839553715308863
2000-07-31 03:50:00,2000,213,20002130350,0.5808219178082191,0.15429880805589807
2000-08-01 02:55:00,2000,214,20002140255,0.5835616438356165,0.23834008097165993
2000-08-22 03:15:00,2000,235,20002350315,0.6410958904109589,0.2552466699555994
2000-08-23 03:55:00,2000,236,20002360355,0.6438356164383562,0.5678081368469718
2000-08-26 02:50:00,2000,239,20002390250,0.6520547945205479,0.30547187797902764
2000-09-03 03:40:00,2000,247,20002470340,0.673972602739726,0.28501523545706375
2000-09-13 02:35:00,2000,257,20002570235,0.7013698630136986,0.17543190975020145
2000-09-14 03:20:00,2000,258,20002580320,0.7041095890410959,0.07225178047758693
2000-09-15 04:05:00,2000,259,20002590405,0.7068493150684931,0.5664606996819628
2000-09-17 03:50:00,2000,261,20002610350,0.7123287671232876,0.4883638968481375
2000-09-18 02:55:00,2000,262,20002620255,0.7150684931506849,0.46413432835820895
2000-09-23 03:15:00,2000,267,20002670315,0.7287671232876712,0.5772157360406092
2000-10-07 03:25:00,2000,281,20002810325,0.7671232876712328,0.6596046511627907
2000-10-08 04:10:00,2000,282,20002820410,0.7698630136986301,0.46799034038638454
2000-10-09 03:15:00,2000,283,20002830315,0.7726027397260274,0.41925040783034256
2000-10-10 03:55:00,2000,284,20002840355,0.7753424657534247,0.4159843428100536
2000-10-30 03:30:00,2000,304,20003040330,0.8301369863013699,0.20468489148580968
2000-10-31 02:35:00,2000,305,20003050235,0.8328767123287671,0.19819364161849712
2000-11-01 03:20:00,2000,306,20003060320,0.8356164383561644,0.3049874086108854
2000-11-02 04:00:00,2000,307,20003070400,0.8383561643835616,0.24441694352159468
2000-11-03 03:05:00,2000,308,20003080305,0.8410958904109589,0.27824221593206633
2000-11-04 03:50:00,2000,309,20003090350,0.8438356164383561,0.6531761083743843
2000-11-05 02:55:00,2000,310,20003100255,0.8465753424657534,0.64174053182917
2000-11-06 03:35:00,2000,311,20003110335,0.8493150684931506,0.3335917207792208
2000-11-07 02:40:00,2000,312,20003120240,0.852054794520548,1.6850398871877519
2000-11-18 04:00:00,2000,323,20003230400,0.8821917808219178,0.5629149713093375
2000-11-20 03:50:00,2000,325,20003250350,0.8876712328767123,0.16827379032258066
2000-11-22 03:35:00,2000,327,20003270335,0.8931506849315068,0.19580615135572643
2000-11-23 02:40:00,2000,328,20003280240,0.8958904109589041,0.2156643414033648
2000-12-03 03:20:00,2000,338,20003380320,0.9232876712328767,1.0180699904122723
2000-12-04 04:00:00,2000,339,20003390400,0.9260273972602739,0.4856536195286195
2000-12-05 03:05:00,2000,340,20003400305,0.9287671232876712,0.48352707136997536
2000-12-08 03:35:00,2000,343,20003430335,0.936986301369863,0.7274985754985756
2000-12-22 03:50:00,2000,357,20003570350,0.9753424657534246,0.4220439100888656
2000-12-23 02:55:00,2000,358,20003580255,0.9780821917808219,0.5118356569497253
2000-12-24 03:35:00,2000,359,20003590335,0.9808219178082191,0.4346475443664878
2000-12-26 03:25:00,2000,361,20003610325,0.9863013698630136,0.7534496676163343
2001-01-11 03:25:00,2001,011,20010110325,1.0301369863013699,0.4714516261836147
2001-01-15 03:00:00,2001,015,20010150300,1.0410958904109588,0.7114061355311355
2001-01-16 03:40:00,2001,016,20010160340,1.0438356164383562,0.40339622641509437
2001-01-17 02:45:00,2001,017,20010170245,1.0465753424657533,0.6652174267100976
2001-01-18 03:30:00,2001,018,20010180330,1.0493150684931507,1.1325541549953313
2001-02-02 02:45:00,2001,033,20010330245,1.0904109589041096,0.5138710462287105
2001-02-04 02:35:00,2001,035,20010350235,1.095890410958904,0.9741966244725738
2001-02-09 02:55:00,2001,040,20010400255,1.1095890410958904,0.8609354838709676
2001-02-10 03:35:00,2001,041,20010410335,1.1123287671232878,0.545059670781893
2001-02-15 03:55:00,2001,046,20010460355,1.126027397260274,0.5017734342160571
2001-02-16 03:00:00,2001,047,20010470300,1.1287671232876713,0.5710272525027809
2001-02-18 02:45:00,2001,049,20010490245,1.1342465753424658,0.483846688470973
2001-02-24 03:50:00,2001,055,20010550350,1.1506849315068493,0.6266652631578947
2001-02-28 03:25:00,2001,059,20010590325,1.1616438356164382,1.1308121076233184
2001-03-01 04:05:00,2001,060,20010600405,1.1643835616438356,0.47061522633744857
2001-03-08 02:35:00,2001,067,20010670235,1.1835616438356165,0.2379675719497365
2001-03-12 03:45:00,2001,071,20010710345,1.1945205479452055,0.5478935996738687
2001-03-13 02:50:00,2001,072,20010720250,1.1972602739726028,0.41537979708866346
2001-03-14 03:35:00,2001,073,20010730335,1.2,0.5250562118126273
2001-03-17 04:05:00,2001,076,20010760405,1.2082191780821918,0.8273630278063852
2001-03-19 03:55:00,2001,078,20010780355,1.2136986301369863,0.8976629711751662
2001-03-21 03:40:00,2001,080,20010800340,1.2191780821917808,0.29304756097560974
2001-03-30 03:35:00,2001,089,20010890335,1.2438356164383562,0.39855773726040206
2001-04-04 03:50:00,2001,094,20010940350,1.2575342465753425,0.6105904211395541
2001-04-05 02:55:00,2001,095,20010950255,1.2602739726027397,0.7496484076433121
2001-04-13 03:45:00,2001,103,20011030345,1.2821917808219179,0.36453528628495335
2001-04-18 04:05:00,2001,108,20011080405,1.295890410958904,0.38885089141004864
2001-04-26 03:15:00,2001,116,20011160315,1.3178082191780822,0.8372708045977012
2001-05-02 02:40:00,2001,122,20011220240,1.3342465753424657,0.4641054800164812
2001-05-03 03:20:00,2001,123,20011230320,1.336986301369863,0.6050988829127018
2001-05-10 03:25:00,2001,130,20011300325,1.356164383561644,0.43603464566929134
2001-05-13 04:00:00,2001,133,20011330400,1.3643835616438356,0.44187360132615006
2001-05-16 02:50:00,2001,136,20011360250,1.3726027397260274,0.8907092529711376
2001-05-18 02:40:00,2001,138,20011380240,1.378082191780822,0.8386229096989967
2001-05-21 03:10:00,2001,141,20011410310,1.3863013698630138,0.2544384712305754
2001-05-22 03:50:00,2001,142,20011420350,1.389041095890411,1.1085613227291753
2001-05-23 02:55:00,2001,143,20011430255,1.3917808219178083,0.5287774578362813
2001-05-24 03:40:00,2001,144,20011440340,1.3945205479452054,0.25541028756581613
2001-06-05 04:05:00,2001,156,20011560405,1.4273972602739726,1.1178128014028934
2001-06-06 03:10:00,2001,157,20011570310,1.4301369863013698,0.6598272727272728
2001-06-15 03:00:00,2001,166,20011660300,1.4547945205479451,0.5326931131695529
2001-07-08 03:05:00,2001,189,20011890305,1.5178082191780822,0.23164155982905982
2001-07-09 03:50:00,2001,190,20011900350,1.5205479452054795,0.1910701992753623
2001-07-21 02:35:00,2001,202,20012020235,1.5534246575342465,0.5664442022667829
2001-07-22 03:20:00,2001,203,20012030320,1.5561643835616439,0.04255182205395172
2001-07-24 03:05:00,2001,205,20012050305,1.5616438356164384,0.1541444332998997
2001-08-13 02:40:00,2001,225,20012250240,1.6164383561643836,0.9415372262773722
2001-08-18 03:00:00,2001,230,20012300300,1.63013698630137,0.3831333333333333
2001-08-19 03:45:00,2001,231,20012310345,1.632876712328767,0.6270793871866296
2001-08-28 03:35:00,2001,240,20012400335,1.6575342465753424,0.6175745501285347
